"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri May 02 21:07:04 GMT 2025","Fri May 02 21:07:13 GMT 2025","9050","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUserWithoutSex","Try to upload a user with no Sex - API Test","Gets 409 status code and verifies response"
"failed","Fri May 02 21:02:50 GMT 2025","Fri May 02 21:02:59 GMT 2025","9069","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","sendEmptyArrayToAddNewZipCode","Try to send an empty array - API Test","Gets 400 status code and verifies response"
"failed","Fri May 02 21:16:53 GMT 2025","Fri May 02 21:17:02 GMT 2025","9046","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenChangeTheFieldsOrderInNewValues","Update User, when changed fields order of userNewValues - API Test","Updates a user and verifies status code and response"
"passed","Fri May 02 21:02:04 GMT 2025","Fri May 02 21:02:13 GMT 2025","9833","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","getAvailableZipCodes","Get available Zip codes - API Test","Verifies status code and response"
"passed","Fri May 02 21:13:34 GMT 2025","Fri May 02 21:13:34 GMT 2025","1","","com.coherentsolutions.java.restapi.testing.test.DataTest","","com.coherentsolutions.java.restapi.testing.test.DataTest","testGetToken","testGetToken()",""
"failed","Fri May 02 21:15:40 GMT 2025","Fri May 02 21:15:49 GMT 2025","9047","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenIncorrectZipCode","Try to update a user, when incorrect Zip code in userNewValues - API Test","Gets 424 status code and verifies initial user is not updated"
"failed","Fri May 02 21:14:10 GMT 2025","Fri May 02 21:14:19 GMT 2025","9054","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUserWithMissingAge","Delete User when Age is missed in request - API Test","Deletes a user (Age is missed) and verifies status code and response"
"failed","Fri May 02 21:11:45 GMT 2025","Fri May 02 21:11:54 GMT 2025","9049","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenChangeTheFieldsOrderInToChangeValues","Update User, when changed fields order of userToChange - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:08:16 GMT 2025","Fri May 02 21:08:25 GMT 2025","9057","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWithTwoDifferentUnavailableZipCodes","Try to upload two users, when two different Zip codes are unavailable - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 21:08:25 GMT 2025","Fri May 02 21:08:34 GMT 2025","9051","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWhereOneWithoutSex","Try to upload two users, when one is with no Sex - API Test","Gets 409 status code and verifies response"
"failed","Fri May 02 21:17:02 GMT 2025","Fri May 02 21:17:11 GMT 2025","9050","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenUnavailableZipCode","Try to update a user, when unavailable Zip code in userNewValues - API Test","Gets 424 status code and verifies initial user is not updated"
"failed","Fri May 02 21:09:02 GMT 2025","Fri May 02 21:09:11 GMT 2025","9167","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersOlderThanAgeWhenParameterOnBorderOrIncorrect","Get Users older than border or incorrect parameters - API Test","Tries to get created users older than parameter and verifies status code and response"
"failed","Fri May 02 21:09:11 GMT 2025","Fri May 02 21:09:20 GMT 2025","9062","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","filterUsersByAgeAndSex","Get Users by Age and Sex - API Test","Gets created users by Age and Sex, verifies status code and response"
"failed","Fri May 02 21:09:20 GMT 2025","Fri May 02 21:09:29 GMT 2025","9059","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersYoungerThanAge","Get Users younger than parameter - API Test","Gets created users younger than 71 and verifies status code and response"
"passed","Fri May 02 21:06:28 GMT 2025","Fri May 02 21:06:37 GMT 2025","9052","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadSeveralUsers","Upload several users - API Test","Uploads several users and verifies status code and response"
"failed","Fri May 02 21:13:34 GMT 2025","Fri May 02 21:13:43 GMT 2025","9064","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUserWithOnlyRequiredFields","Delete User when only required fields are provided in the request - API Test","Deletes a user (only required fields are sent) and verifies status code and response"
"passed","Fri May 02 21:13:34 GMT 2025","Fri May 02 21:13:34 GMT 2025","1","","com.coherentsolutions.java.restapi.testing.test.DataTest","","com.coherentsolutions.java.restapi.testing.test.DataTest","testGet","testGet()",""
"failed","Fri May 02 21:14:19 GMT 2025","Fri May 02 21:14:28 GMT 2025","9048","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUserWithMissingSex","Get 409 status code when try to delete user, Sex is missed in request - API Test","Verifies the status code and response when sends DELETE request with no Sex"
"failed","Fri May 02 21:04:21 GMT 2025","Fri May 02 21:04:30 GMT 2025","9068","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","createUsersWithEqualCredentials","Get 400 status code by trying to create a user with the same credentials - API Test","Verifies the status code and response when trying to create a user with the same credentials"
"passed","Fri May 02 21:02:59 GMT 2025","Fri May 02 21:03:08 GMT 2025","9057","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","sendEmptyObjectToAddNewZipCode","Try to send an empty object - API Test","Gets 400 status code and verifies response"
"failed","Fri May 02 21:09:29 GMT 2025","Fri May 02 21:09:38 GMT 2025","9073","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersBySexNegativeCases","Get 400 status code when try to get users by incorrect parameter - API Test","Verifies status code and response when try to get users by incorrect parameter"
"failed","Fri May 02 21:03:44 GMT 2025","Fri May 02 21:03:53 GMT 2025","9056","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","createSeveralUsersAtOnce","Create several users at a time - API Test","Creates several users and verifies the POST and GET responses (GET response is for confirmation user is created)"
"failed","Fri May 02 21:12:30 GMT 2025","Fri May 02 21:12:39 GMT 2025","9048","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenUserNewValuesAreNull","Try to update a user, when all values are null in userNewValues - API Test","Gets 400 status code and verifies the body"
"failed","Fri May 02 21:04:12 GMT 2025","Fri May 02 21:04:21 GMT 2025","9056","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","createUserWhenSendOnlyRequiredFields","Create User by sending only required fields in request - API Test","Creates a user and verifies the user is created when only required fields were sent"
"failed","Fri May 02 21:11:00 GMT 2025","Fri May 02 21:11:09 GMT 2025","9050","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateZipCode","Update User's Sex, age is missed in userNewValues - API Test","Updates a user and verifies status code and response"
